text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
@USER lumayan nih akhir bulan buat beli makanan si majikan alias anabul🐱,1,1,0,0,0,0,0,0
Ko bisa y org² gawe trs lgsg kebeli ipong 😀 Sdgkn ue dah niat nabung tp makanan ttp nmr 1 akhirnya ga kekumpul 🙏🏻,1,0,0,0,0,0,0,1
"@USER punya aku si manja pup/pip makan/minum kudu dianterin, sering nunggui babu pup jgaa, si baik hati pinter manja wangi anak bontot di rumah eheheheh🫶🏻 LINK",1,1,0,0,0,0,0,0
@USER Jangan lupa minum air putih 😁👍🏻,1,1,0,0,0,0,0,0
"@USER Mak cik² yg cedokkan makanan letak banyak sangat. Dah cakap nak sikit je. Tapi dibalasnya ""awak kurus kena makan banyak."" Sudahnya tak habis. 😮‍💨 Lagi satu dj yg pasang lagu kuat². Nak makan pun rasa serabut.",0,0,0,0,0,0,1,0
Minum jamu makan ikan Senyummu begitu memabukkan😍 LINK,1,1,0,0,0,0,0,0
"Abis nengokin mama dan nasehat mama yang diulang2 adalah jangan boros, beli makanan secukupnya jgn sampe dibuang2. Pengen sih tahun depan kebeli mobil walopun belum nabung sama sekali buat belinya 😬",0,1,0,0,0,0,0,0
"@USER 1juta skincare dan bodycare, 1jt makeup, 1jt outfit, 1juta makan, 1jt ditabung. cukup sih gw nder 🤣",1,1,0,0,0,0,0,0
@USER Otak kadrun ya kayak gini kebanyakan minum kencing onta ya om..😂😂😂,1,0,0,0,0,1,0,0
@USER Aku dulu juga pernah makan ayce shabu shabu sendiri. Untungnya masih pagi sih jadi masih sepiii😂😂,1,1,0,0,0,0,0,0
"@USER Nder sorry banget, ini boros😭😭 ya ampun coba aja nder lu nabung sedikit, untk ukuran makan mungkin cari makanan yg under 25k an...",0,0,0,0,1,0,0,0
"@USER Aku minum Antimo, ngemil kacang, keripik singkong sama permen biar gak mabuk kalau ada ombak yang bikin kapal oleng, Stay Here 🙏☺",1,1,0,0,0,0,0,0
buat yang masih cari makan buat tds2 day 1 ayo bisa order dikita ya. open sampe hari rabu🥰 kalo mau nanya bisa dm aja😘 LINK,1,1,0,0,0,0,0,1
Berbakti pd babu dngan bawain makanan buat babunyh😭👍🏻 LINK,1,1,0,0,0,0,0,0
@USER Sdh 2 thn lebih ikut dikapal istimewah gak pernah makan Antimo biar sunami tdk mabuk jg💃💃💃🤣🤣,1,0,0,0,0,0,0,0
@USER aku kemarin makan shabu on yasa sendiri. disampingku jg ternyata makan sendiri. pdhl itu weekend. jadi ya wajar sebenarnya 🤣,1,1,0,0,0,0,0,0
"iboh lah selfish gilak nyah, bukan kitak sorang jak nak pake jalan raya tok 😔 dah la sampah ya kedak sisa makanan gia, beterabur abis atas jalan ya",0,0,0,0,0,1,1,0
"Udah makan ke bu Rudy, Soto Wawan, New Pelabuhan, Nyonya Anina, Mi Gacoan, Bebek Hasyim Makanan hits di masjid agung nyaris semuanya dicobain 😂",1,1,0,0,0,0,0,1
"Dah lama banget ga main game Nemu game ucul bangettt apalagi disini meong nya keterbalikan di rl, jadi babu nganter"" makanan 🤣",1,0,0,0,0,0,0,0
"@USER bagus, the bubble tea squad is now getting bigger, mari kita minum sampe eneg 🔥🔥 /g",1,1,0,0,0,0,0,1
"Akhirnya ini minggu terberat udh lalu, dari selasa praktek jualan sm masak makanan, rabu to dari sekolah, jumat kamis to gundar, sabtu nya tes renang 😞",0,0,0,0,1,0,0,0
"@USER Ngabuburit, buka puasa wkwk krn isinya makanan🙏gdeng Teraweh juga ai lop it.. Cuma kl udh kendor 1hr makin kesana makin males😭",1,0,0,0,0,0,0,1
"@USER kucing item itu lucu, kerjaannya kalo ga rusuhin babu ya tidur trs bangun2 makan. kadang juga kaya cacing kepanasan gabisa diem suka gigit2 babunya😭 LINK",1,1,0,0,0,0,0,0
Gas lah njul beli ruko buat pak gembus aja Lu bisa makan sepuasnya deh dari duit tabungan nikah itu 😂 LINK,1,0,0,0,0,0,0,0
"@USER semoga doanya terkabul aamiin, aku lagi makan hehe 😆",1,1,0,0,0,0,0,0
Wattine? Bw? Apee ini? Mrk beneran maen rp? Gilaaa gabutnya orang kaya beda yaa wakkk mrk bisa²nya makan di restoran/hotel mevvah saling tukar kado barang branded 😭😭 KOK ISO????????? LINK,0,0,0,1,0,0,0,0
"@USER @USER Ya btul, aku aslinya tinggal di kota tapi harus kerja di kabupaten. Pas lagi di rumah kalo mau makan, rasanya mager buat keluar pengennya pesen aja, tapi pas lagi di kosan mau ga mau kudu keluar daripada kelaperan 😌",1,1,0,0,0,0,0,0
"aku gabutuh dikasihann sama org, soalnya aku makan cari sendiri ga pke sugar daddy🙏🏻",1,0,0,0,0,0,0,0
@USER Gantian aku yg makan mie gorengnya 😋,1,1,0,0,0,0,0,0
@USER HAHA ASLI tiap hari liat dia leyeh2 manja sedangkan babu nya sibuk nyari nafkah buat ngasih dia makan 🫠🫠,1,1,0,0,0,0,0,0
Abu start takmbuh makan balik 😔,0,0,0,0,1,0,0,0
Jdi inget pas pkl gue yg nimbangin bekas makan pasien intervensi temen krn dia orangnya mualan😭 yh tpi kalo udh jdi AG benerannya mah gabut bgt dipisahin tuatu trus ditimbang😭 LINK,0,0,0,0,1,1,0,0
"@USER @USER kdg smpe bngung makan apalagi ya, tapi untuk suasana yang aman dan tenang di kabupaten emg jauh lebih menenangkan ga semerawut seperti dikota didukung dgn msi byk pephonan untuk weekdays cocok tapi utk weeknd bngung mau ngapain 😂",1,1,0,0,0,0,0,0
"Sampe bisa bikin anak2nya sarjana gini tapi gizi anak2nya tercukupi (makanan enak mana yg blm kita coba :""( itu semua berkat mereka 😭). Untuk hal2 penting kaya kesehatan, tabungan, dll gapernah meleset. Sdngkan temen2nya mereka dulu hedon abis :"")",1,1,0,0,0,0,0,1
"@USER tds 3 kita nonton bareng yuk nder?? mulai skrng, ayo nabunggg biar uang kitaa lebih dari cukup buat ngonserrr!!! jd buat kehidupan after konser, kita bakal ttp happy dan ttp bisa makan enak🫂",1,1,0,0,0,0,0,1
"@USER tadarus tiap beres tarawih, ngabuburit ni seru sih, minum es pas lagi buka puasaa 😋",1,1,0,0,0,0,0,1
"klo kata aku mah mending yg makan jgn mahal” bgt, paling sehari 100 trs sisanya dimasukin ke dana darurat atoga tabungan. trs klo transport itu jg bisa hemat kalo kakanya punya pacar hehe😃 LINK",1,1,0,0,0,0,0,0
"@USER ️️ ️️ Lho sama? Hahaha. Dua anabul saya kalau belum dikasih makan, bisa hancur rumah diacak-acak sama mereka. Belum lagi suka ganggu dan nyakar. 😂 ️️ ️️",1,0,0,0,0,0,0,0
abis muter muter beli mam buat iftar pas di jalanan tadi suasananya juga uda berasa ramadhan dah banyak yg jualan di pinggir jalan kek ngabuburit beli makanan minuman buat buka puasa 😿🙏🏻,1,1,0,0,0,0,0,1
"@USER Amin, makasih dik qhaeng. Bawain makanan buat anabul kakak juga gapapa kok 😁 LINK",1,1,0,0,0,0,0,0
@USER Ke warkop beli minum lgsg nyambung wifi update genshin. Update selesai lgsg pulang 👍👍👍,1,1,0,0,0,0,0,1
"@USER Aku malah melarat kalo di rumah masaaa😭😭😭 kalo di kos sumpah berasa sodaraan sama nia ramadhani, pagi makan bubur chacha, siang sushi tei, malem mcd, starbies tiap hari kek…. Kenapa dulu ga gw tabung aja duitnyaaaa",1,1,0,0,1,0,0,0
"✨ OPEN ADOPT KITTEN 3 BULAN DOMISILI JAKARTA ✨ Nama: Tasya (putih), Abby (abu putih), bontot (abu putih), bobi (hitam) Umur: 3 bulan Makanan: wetfood bebas &amp; dryfood lifecat LINK LINK",1,1,0,0,0,0,0,1
"RT @USER : ✨ OPEN ADOPT KITTEN 3 BULAN DOMISILI JAKARTA ✨ Nama: Tasya (putih), Abby (abu putih), bontot (abu putih), bobi (hitam)…",1,1,0,0,0,0,0,1
"Di tengah gempuran makanan yg enak enak, buku preloved yg masih apik dengan harga murah.. saya tetap teguh nabung demi yoongi marry me 🤜🏻",1,1,0,0,0,0,0,1
"@USER rabuuuu 😢 take care ya, rabu! jangan males makan, jangan males minum, minum itu penting! jajan juga yang banyak mcd kfc gacoan jajan apa aja pokoknya yang bisa bahagiain kamu. see you, bumi! 💕",1,1,0,0,0,0,0,1
"@USER Chihuahua berapaan sih harganya, masih nabung, tapi uangnya dipake makan terus 😌",1,1,0,0,0,0,0,0
"@USER @USER cara ngilangin bau pete, makan jengkol🙃",0,0,0,0,0,1,0,0
RT @USER : Ada 4 Slot hari ini. Slot jam istirahat kantor/makan siang masoh kosong. Ada yang mau isi? 📲 LINK,1,0,0,0,0,0,0,0
"mutusin makan sekali sehari 😭🙏🏻, bela""in pulang pas banjir biar bisa makan dirumah dan nabung :) LINK",0,0,0,0,1,0,0,0
sahur makan kerabu maggie 😬😆,1,0,0,0,0,0,0,1
rumah makan di kecamatan/kabupaten knp enak2 bgt 🥹,1,1,0,0,0,0,0,1
"@USER @USER Yaaaa. Memang tdk boleh. Tapi namanya manusia, jangankan buat masalah selangkangan makanan dan minuman yang jelas jelas d larang dan bukan hal tabu d bicarain aja ttp d trobos😂",1,0,0,0,0,0,0,0
RT @USER : 🐉 atiny lets go ayoo mulai nabung. Jadi gak jadi konser gak ada ruginya kan mulai nabung. Tiap minggu masukin aja sedapat nya…,1,1,0,0,0,0,0,1
"@USER Rajin di lulur Bro + pakai sabun mandi yg ada kandungan sulfur nya @USER dan kurangi makan makanan yg digoreng ,,,😀",1,1,0,0,0,0,0,0
"Azab majikan makan dari hasil jerih payah mbabu, auto dikutuk jadi bola🤣⚽ LINK",1,0,0,0,0,0,0,0
Day 8 pagi sarapan super bubur abon + pear siang mam nasi + ayam goreng + tempe bacem + labu siam sore makan ramen 😍 malemnya egk mam lg,1,1,0,0,0,0,0,0
"hari ini full senyum, dosennya pada baik hati, kuliah gabung ke kelas lain but so far so good, bisa sempet mampir ke perpusda pinjem buku, lg banyak bareng sm temen² sefrekuensi, daann makan enak🫶🏻",1,1,0,0,0,0,0,1
"@USER iyaa pas itu udh diujung tanduk nyawanya. untung dia kuat smpe sembuh! setelah sembuh makan nya buanyakk naik hampir 2kg, babu nya pusing makanan nya hbs mulu🐱",1,1,0,0,0,0,0,0
@USER Sarangheyo my first temen mkp yg makan bareng di pujale 😘,1,1,0,0,0,0,0,0
"Dihitung2, pengeluaranku sebulan, tanpa keluar kos, cuma kurleb sejuta 🤣. Kebutuhan cuma katering, laundry, air minum dan bensin sekali isi. Tabunganku banyak juga. 😆 Bayangin sebulan bisa nabung 2 juta, lebih tinggi tiang daripada pasak 🤣🤣",1,1,0,0,0,0,0,0
"Semenjak turun pendakian merbabu, akhir-akhir ini jadi demen bgt makan coklat dahh 😬",1,1,0,0,0,0,0,0
@USER @USER Bisa kalo 1x bulan makan lumayan fancy budget 100k atau 4x sebulan tapi ngambil dari budget tabungan 500k 😉,1,1,0,0,0,0,0,0
"emg udh jdi bascamp ni kamar bapa hui, shanbin gyuvin ma yedam☺️🤌 buka sesi konseling, jgn lupa suguhin makanan😺 seru amat jdi pen gabung LINK",1,1,0,0,0,0,0,1
"@USER aku juga kaget ternyata agustus??? masih ada waktu buat nabung sama mikirin transportasi, makan, nginep, dll. :"") amiiinnnn pengen banget ketemu atiny karna kebanyakan beda pulau semua 😭💔",1,1,0,1,0,0,0,1
"Pengen tteokbokki reddog, gacoan, marugame, sei sapi lamarela, sate jando. Ya Allah… hrs ngatur jadwal dlu utk makan ini semua krn makanan ini ada di kota semua wkwkwkwkw diriku yg so sibuk di kabupaten ini syulid buat ngatur jadwal ke kota 😭",1,0,0,0,0,0,0,1
"60% makan(karena pada suka makan), 20%nabung, 15%bayar cicilan, sisanya sedekah 😇 LINK",1,1,0,0,0,0,0,0
@USER Itu ponakannya temen mamaku lagi ngidam beras sama sabun colek 😭 Dan makan itu tiap hari 😭😭,0,0,0,0,1,0,0,0
"Alterjog, ada f yang mau out yuk gabut cari makan ato apa heuu 🚘 M2x firstlike Gabung Base Tele kita yaa check pinned Tweet",1,0,0,0,0,0,0,0
"🌟 Acome APF01 Smart Pet Feeder Dispenser Makanan Otomatis WIFI - Garansi Resmi 1 Tahun 🌟 ⭐ : 4,9 Cek Diskon : LINK LINK",1,1,0,0,0,0,0,1
"Bila kamu lupa menyebut ""Bismillah"" pada awal makan hendaklah mengucapkan: ""Bismillah pada awal dan akhirnya"". (HR.Abu Dawud dan Tirmidzi) .⏱️💡.",0,1,0,0,0,0,0,0
"gue jatoh grgr tukang starling terus kalo gabut nyari minuman ke starling, mau kesel sama tukang starling tapi dia berharga juga untuk kehidupan saya yg suka minum teh tarik pinggir jalan🙏🏻🥹",1,1,0,0,0,0,0,0
"@USER Cacho, las papas salen provenzaaaalll!!! (Si, laburé en restorán 😎)",1,1,0,0,0,0,0,1
"@USER Tolong beb, minuman Dain aja belum diserving ma akangnya, Kaeya malah main kabur aja 🤣😭🤣😭🤣 Tapi Kaeya jg ngajakin Dain ngamer nanti pankapan, nih anak mau ngehindar atau mau diterkam sii 🤣😭🤣",1,0,0,0,0,0,0,1
"Makanan gw mana bu babuuu, makan hoi laper iniiiihhhh 🐱 LINK",1,0,0,0,0,0,0,1
"@USER Penjualnya ga dijual kak, tapi kakak bisa dapet free kalo bisa tebak pertanyaan ini. 🙏 Minuman apa yang memabukkan?",1,0,0,0,0,0,0,1
"Gajian, bawaanya mau jajan makanan terusss.Sampai lupa mau ditabung duitnya 😅🤣🤣",1,1,0,0,0,0,0,1
"My mom tak mau sentuh2 kucing, tapi tiap subuh nuangin makanan. Kalo masak tongkol juga beliin jatah muezza. Meskipun kadang2 muezza nya nakal pipis sembarangan, atau lagi iseng njawil trus kabur 🥲😂 LINK",1,1,0,0,0,0,0,0
"[MENU SAAT ASAM LAMBUNG] Rabu, 01 Maret 2022 • Pagi : Nasi + telur dadar + ayam + minum air es😭 • Siang : Ngga makan, mual • Malam : Telur rebus + tahu + nasi 2 sendok + kecap + minum air kunyit, sereh, jahe _ Makanan +an : belum ada",0,0,0,0,1,0,0,0
"ken nabung ken nabung inget, jgn makan ama nongkrong mulu lu🫶🏻🫶🏻",1,1,0,0,0,0,0,0
"@USER Ak salfok sama minuman jahe, babu km jompo juga yha 🤭😂",1,0,0,0,0,0,0,0
"@USER kasih ke aku sini kakk, biar ga sedih sedih banget akunyaa, mau buat main timezone sama makan enakk, abis itu aku tabung sebagian plus aku mau sisihkan juga buat orang yang membutuhkan 💚",1,1,0,0,0,0,0,1
@USER But kak di gereja aing pantang tu jumat aja.. puasa pas rabu abu dan jumat agung kak .. but kak nad knp setiap hari pantang ga makan daging omaigat 😭,0,0,0,0,1,0,0,0
"1 Maret 2023 Pergi sama picil ke GI naik motor, karena ujan kita jadi pake mantel... teruss makan di public market bareng cece""... niatnya mo cari temoat sabun trus malah beli baju hehe 🥲 maap kalap LINK LINK",1,1,0,0,0,0,0,0
"@USER @USER @USER Mana mereka paham yg begetuan kawan,mereka itu bisanya mangap,makan lalu tidur.🤣🤣",1,0,0,0,0,0,0,0
Pengen win trus beliin pakan anabul🙆 Dah ngereog minta makan,1,1,0,0,0,0,0,1
"Day 14. Walaupun wujud luarannya kalem, sebenernya @USER sangat jago minum-minum 🚶 cih, awas aja kamu! 😠 liat nanti kalau aku udah boleh minum, aku bakal kalahin rekor minum-minum tanpa mabukmu yang ga seberapa ntuh 👊😠 LINK",0,0,0,0,0,0,1,1
"satu lagi kucing item yang selalu kabur, tapi makan di rumah terus, namanya kait👍🏻",1,1,0,0,0,0,0,0
"Kakuyasu, sebuah perusahaan ritel minuman keras di Jepang, melakukan survei untuk mengetahui apa hidangan terbaik untuk meredakan mabuk yang sangat disukai orang Jepang?! 🤔 LINK",0,0,0,0,0,0,0,1
🗿: alhamdulilah dapat pemasukan 😾 : Babu makanan dan pasir aku abis 🗿 : Siap bos🫡 Gitu lah kira2,1,1,0,0,0,0,0,0
@USER Yahahah biar minum nya ada sensasi mabuk kepayang nya base😬,1,0,0,0,0,0,0,1
"RT @USER : 🪐 udh 10x lebih nntn ini, tiap makan/gabut psti nonton asli bkin addicted😭 LINK",1,0,0,0,0,0,0,1
@USER @USER 2 minggu lepas baru pi makan kat steamboat bawah tu rasa cam ada lagi. Nampak lampu menyala. 🥲,1,0,0,0,0,0,0,0
"kucing di rumah makan, udah di kasih rc, majikan sehat, dompet babu tidak sehat 🧘🏻‍♀️ LINK",1,1,0,0,0,0,0,0
@USER yaayyy good to hear that 💗 aku juga baikkk walaupun hari ini gabut di rumah aja hehehe.. dayday jangan lupa makan malam yahh &lt;3,1,1,0,0,0,0,0,0
"RT @USER : Kalo dipikir-pikir, gabung di discord channel-nya bang @USER alias jadi ✨️Anak-anak Terpilih✨️ lumayan bikin hidup sebagai…",1,1,0,0,0,0,0,1
"🐈‍⬛ makanan majikan aman, tapi saldo atm babu yg ngga aman🥹 LINK",0,0,0,0,1,0,0,0
Efek minum kopi jadi gabut g bsa tdr 😌 LINK,1,0,0,0,0,0,0,0
drop konten -bxg terbaru kalian dongg 😍 lagi gabut bgt nungguin makanan sender jadi ❤️,1,1,0,0,0,0,0,0
"2 kucing tetangga gue yg suka di rumah gue ikut makan ini beneran jd gembul, pdhl tu makanan aslinya buat kucing gue tp dia kabur mulu trs dia nya malah kurus🙂🙂🙂🙂🙂 LINK",1,1,0,0,0,0,0,0
Mlm Jumat pengen makan 🍌... Yuk full show nya ada di grup. Yg mau gabung chat wa bunda langsung LINK Sekali gabung permanen jd bisa menikmati persembahan bunda setiap hari di grup LINK,1,0,0,0,0,0,0,1
RT @USER : Mlm Jumat pengen makan 🍌... Yuk full show nya ada di grup. Yg mau gabung chat wa bunda langsung LINK S…,1,0,0,0,0,0,0,1
RT @USER : Efek minum kopi jadi gabut g bsa tdr 😌 LINK,1,0,0,0,0,0,0,0
"@USER @USER Taehyung Jin beneran emang beda sendiri, yg satu makanan yg satu investasi. Kirain bakal di gabungin gitu ama admin nya 🤣",1,1,0,0,0,0,0,0
"@USER @USER Betul bang, kalau ada makanan enak gw share ke temen2 info nya 😁🙏",1,1,0,0,0,0,0,0
@USER Worth it banget kalo mau makan saikoro sm wagyu cuma 110k menurut aku yaa ditambah udah sama shabu juga 🥲,1,1,0,0,0,0,0,1
"@USER Bener bgt, kaya si bolu ini. Giliran gada w di rumah dia bawel nyariin, begitu w udh di rumah eh dianya yg pergi main. Semaleman dia main, pas subuh pulang buat ngebangunin babunya sekalian minta makan🙂 LINK",1,0,0,0,0,0,0,0
REQUESTAN MAKAN BIHUN GULUNG DI NIKAHANNYA BANG DUTO @USER DIKABULIN😍😍😍 LINK,1,1,0,0,0,0,0,1
RT @USER : REQUESTAN MAKAN BIHUN GULUNG DI NIKAHANNYA BANG DUTO @USER DIKABULIN😍😍😍,1,1,0,0,0,0,0,0
@USER Anjayy chenle nnt bawa kabur yaa je ajakin makan seblak 👍,1,1,0,0,0,0,0,0
"Apabila kamu lupa menyebut ""Bismillah"" pada awal makan hendaklah mengucapkan:""Bismillah pada awal dan akhirnya"".(HR. Abu Dawud - Tirmidzi) .✊✊",0,1,0,0,0,0,0,0
"meskipun ada bapak kos ku yang suportif, tapi apadaya gapunya pacar jd gabut selfie2 aja deh di kamar with my fav drink 🍫🥤 ternyata enak juga ya kitkat kalo jadi minuman 😙 btw jajannya di grabfood loh! LINK",1,1,0,0,0,0,0,0
"kl keluar rumah itu paling ke mall nonton makan gabut2 gt, kl me time di rumah paling nonton konten kpop/drakoran🫰🏻 LINK",1,1,0,0,0,0,0,0
@USER nder yaampun apa ga ada rasa rasa sabunnya mie kamu?? yaAllahh minum air nder yang banyakk 😭😭,0,0,0,0,1,0,0,0
"@USER Dah tuang air oren tu kan, habiskan tak sisa makanan tu? Ke lepas habis record video buang terus? Kalau habiskan alhamdulillah bagus tak membazir keberkatan rezeki walau sebutir nasi ☺️",1,0,0,0,0,0,0,0
Makan pedas + minum susu &amp; iced latte. Auto melabur lah awal pagi nanti. 😃🤘🏻,1,1,0,0,0,0,0,1
Ini Seungmin pamerin jidatnya pas lagi makan di RachaLog. Haruskah gue nabung? 🤔,0,0,0,0,0,0,0,1
"@USER @USER Ciee yg biasa makan bangke, sampe segitu sewot nya🤪, ciri khas kaum pemuja maksiat😂",1,0,0,0,0,1,0,0
"iya jd kangen jaehyun nge vlog lagi trs ngegabut lagi dikamar nya sambil denger musik, nonton atau jajan minum makan trs jajan vinyl atau ke museum🥲🤍 LINK",1,1,0,0,0,0,0,1
Keknya w bakalan nyari org produktif or game dah bkn yg main tiktokan tar w dibilang alay sm tmn balik2 tipe org yg storan ke tabungan besoknya puasa lagi megang duit cuma buat makan doank😂,1,0,0,0,0,0,0,0
fwb F tangerang gaada yg lg gabut di kost nih? nyari makan yukkkk tp jam segini sih emang😮‍💨 m2*,1,0,0,0,0,0,0,1
"@USER kak.. ada masalah apaaa coba sini ceritaaaa, jangan tbtb makan sabunnnn 😭",0,0,0,0,1,0,0,0
Kena pergi Tabuk baru dapat makan mansaf 😭❤️,1,1,0,0,0,0,0,0
"“Harta yang kamu makan akan habis, harta yang kamu pakai akan usang, tapi harta yang kamu sedekahkan akan menjadi tabunganmu.” (HR. Muslim) .☝️🕋☝️.",1,1,0,0,0,0,0,1
"Bila kamu lupa menyebut ""Bismillah"" pada awal makan hendaklah mengucapkan: ""Bismillah pada awal dan akhirnya"". (HR.Abu Dawud dan Tirmidzi) Bersandar Hanya Pada Allah .✅.",0,1,0,0,0,0,0,0
@USER Kak oty have fun ya! Jgn lupa minum air putih dan makan juga ya✨ dan kalo bisa bawa jaemin kabur dong...,1,1,0,0,0,0,0,1
"RT @USER : Minum obat dulu zal, biar ngemengnya gak kayak orang mabuk. 🤣🤣",1,0,0,0,0,0,0,0
@USER Org mcm ni dah tahap dipanggil gilo tak tahu bezakan kuah atau air minum🤦‍♀️,0,0,0,0,0,1,0,0
"lo tuh harusnya nabung nyet, wl lo banyaaak, lengkapin buku tere liye, beli merch bangtan, bukannya liat makanan rupanya lucu karna di gulung langsung co🥲 LINK",1,0,0,0,0,0,0,1
Sabun cuci piring yang di restoran itu pake apa ya? Meski sudah dicampur air tetep bisa keset ♥️,1,1,0,0,0,0,0,0
"@USER Paling sebel waktu dia ngomong 'mahamutar' &amp; Paimon ketularan bikin jokes 'Zyehat walafiat' karena makan Zaytun Peaches 😭😭😭 kudos to Indonesian translation team, entertaining banget transnya dan melokal 😭",1,1,0,0,0,0,0,1
@USER Makanan gw yg paling banyak cuma sushi endog 😢,0,0,0,0,1,0,0,0
"@USER 30rb nder, itu buat ak udh lebih dr cukup bgt bgt bgt bisa buat nabung jg. ak kuliah di sebelahny jogja, tp ak bawa bekel si dr rumah klo pas pulang sore/malem gt karna suka ga cocok sm makanan luar😁😁😁👍",1,1,0,0,0,0,0,1
1.5 jtnya ambil jajan makanan trus sisanya tabung buat konser 🤤 LINK,1,1,0,0,0,0,0,1
"Eh sebelum pulang makan malam dulu di luar, entah itu makan sushi atau ramen, atau ngebakso juga oke. Baru pulang, mandi, trus netflix-an dan santai bersama suami dan anabul di rumah 💖",1,1,0,0,0,0,0,1
"@USER Kapan ya product placement sinetron tv kita bs sesmooth ituch. Jgn dtg2 tb tb dialognya jd ngebacain ingredient makanan iklanannya, kek boker gabut bacain ingredient shampo, atau sekonyong2 ada bailho di tgh utan 🤣🤣",1,0,0,0,0,0,0,1
"🐈 Enak ya jadi majikan, babu wfh kejar target biar bisa beli makanan si bos, eh dia enak enak turu, tapi ngga papa yang penting si bos sehat dan gempal 🥹 LINK",1,1,0,0,0,0,0,0
"🐈 Enak ya jadi majikan, babu wfh kejar target biar bisa beli makanan si bos, eh dia enak enak turu, tapi ngga papa yang penting si bos sehat dan gempal 🥹 LINK",1,1,0,0,0,0,0,0
- Ada yang punya motor dan gabut ga malem ini? mau aku kasi job hari ini nganter makanan? 5000/alamat😉 lagi urgentt huhu (butuhnya yg cewe yaa),1,0,0,0,0,0,0,1
"@USER yaAllah beneran ini mah semoga dilirik ka ciku, usah berdoa td sambil minum air zamzam semoga terkabul 🤲🏻",1,1,0,0,0,0,0,1
"gak usah minum deh, mending uangnya ditabung 🤗 yang jawab ""gak usah minum"" dapet point 100",1,1,0,0,0,0,0,0
"@USER @USER kerja dibar emang NGGA halal btw kan dia bantu usaha miras.. walaupun ngga minum, yakali kalo cafe mah baruuu halal, si TM jendral jual sabu sama pejabat onoh dihujat juga kok😎 mbaknya ngomongin konteks ""halal"" kan?",0,0,0,0,0,1,1,0
Selalu masak utk staff and selalu jugak dia sedekah makan makan dekat org org terdekat. Aku suka sebab masak dia lauk org kampung je mostly. Dengan anak dia perangai masuk air tu 😂😂 big boss suka tabur garam tak ingat dunia. LINK,1,1,0,0,0,0,0,0
@USER I want what they have😫 boleh gabung gak? Aku jd yg pesen2 makanan jg gapapa,1,0,0,0,0,0,0,1
"@USER aku justru happy bgt cabut gigi krn setelah cabut kan disaranin buat makan&amp;minum dingin, jd ya seneng bisa bebas minum air dingin tnp kena omel mama😭",1,1,0,0,0,0,0,0
"RT @USER : @USER Sender, ayo mabu-mabu bersama Silas ( @USER )! 🍻🥂 Beliau avail besok banget dan bisa minum alkohol bareng ni…",1,1,0,0,0,0,0,1
"fwb fbdg ada yg gabut ga malem ini ? kita keluar nyari makan yuk dimana aja bebas sambil night ride, aku jemput sampai depan rumah terus izin ke org tua km juga gas 🖤 rep aja yaa LINK",1,1,0,0,0,0,0,1
"Aku bukan cowok yang suka mabuk, ngerokok, nongkrong, ngegame. tpi aku cowok yang suka ngemil, buat makanan, dan pecinta manchester united 😂 LINK",1,1,0,0,0,0,0,0
"@USER Yang lain mabu-mabu, kamu minum teh pucuk ya. 😎",1,1,0,0,0,0,0,0
✿ rekomendasi tempat makan anabul ✿ ~ tempat makan / minun anabul 🔗 LINK ~ kotak penyimpanan makanan 🔗 LINK ♡♡🐢 LINK,1,0,0,0,0,0,0,0
🚀! bentar lagi ramadhan udah siap buat bukber ngabuburit sama minum es sirup?,1,1,0,1,0,0,0,1
"Pingin nonton Everblast fest, nostalgia era SMA sama Simple Plan sampai The Rasmus. Tapi badan masih recovery setelah keracunan makanan rabu tadi. 🥲",1,1,0,0,0,0,0,1
"Gw tuw bingung, uang tabungan 5jtan ilang kemana??? Gataunya habis buat healing"" kemaren. 2 bulan tuw padahal. Stop healing! Tp kalo buat beli makanan enak gamasalahhh 😊",0,0,0,0,1,0,0,0
@USER bener-bener stress free dan enak banget lo tonton sambil makan 🥹,1,1,0,0,0,0,0,1
@USER Kalau tak confident pam je dekat tempat moms kalau mall pun skrg mostly dh ade. Pam dlm kereta atau pergi kedai makan cari tmpt duduk yg agk private utk kita je . Lbh tenang dan tak kabut and susu tak tumpah tu plg penting ✌🏻,1,1,0,0,0,0,0,0
"@USER @USER Anak adalah rezeki, yg ngasih makan tetep si babu😌",1,1,0,0,0,0,0,0
@USER OK FIX NABUNG MINIMAL 100K PER MINGGU (WHICH IS 1/4 UANG MAKAN MINGGUAN 😭),0,0,0,0,1,0,0,0
apa bleh ak gabung makan disitu? nnti biar ak yg cuci piring gpp☺️ LINK,1,1,0,0,0,0,0,0
"@USER Kuaminkan 100x siapa tau diantara 100 itu ada 1 yang terkabul, 🤲🏻 Ngomong-ngomong soal makan, enaknya makan apa ya kalau waktu senggang bikin sesuatu, Reon? 🤔",1,0,0,0,0,0,0,1
"@USER Makan sama ayam bakar, oseng buncis dan oseng labu siam ☺️",1,1,0,0,0,0,0,0
abuy pecinta makanan lawson 🫶🏻,1,1,0,0,0,0,0,0
"@USER Ni sabun rsnya pgn gw makan aja sangking gemesnya, trus wanginya enk lagi😭😭",1,1,0,0,0,0,0,0
