text,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
"RT @famapahang: ANDA PENGUSAHA PRODUK AGROMAKANAN,
ADAKAH ANDA YANG KAMI CARI❓
.
Kementerian Pertanian dan Keterjaminan Makanan (MAFS) deng…",0,0,0,0,0,0,0,1
Kan senang yaa kalau ada jaminan halal begini.. Semoga makin banyak makanan/minuman lain yg bersertifikat halal ❤ https://t.co/C7NnMEP8rF,1,1,0,0,0,0,0,1
"🚨 Kementerian Pertanian dan Keterjaminan Makanan akan meneruskan penyediaan subsidi bagi telur ayam sehingga Jun 2023 melibatkan kos sebanyak RM1.28 bilion.

Selanjutnya dalam Ringkas Waktu Ini menerusi   https://t.co/qpy4877Fu4",0,1,0,0,0,0,0,1
"Nak makan, tapi tiada bahan mentah makanan?

Tiada keterjaminan makanan setempat?

Apa solusi kerajaan? Boleh baca di bawah 👇 https://t.co/QBduVx7hzC",0,0,0,0,0,0,1,0
"RT @JaPenWPKL: Nak makan, tapi tiada bahan mentah makanan?😨
Tiada keterjaminan makanan setempat?
Apa solusi Kerajaan?🤔 Nak tahu klik dan ba…",0,0,1,1,0,0,0,0
Beli rumah. Bangun cafe or restoran. Investasi. Donasi. Jaminan hari tua. Bikin BPJS. Made my own brand 😪 https://t.co/wDy98GhtHa,0,1,0,0,0,0,0,1
"Belom nyampe udah ngilerrrr 😭
Ini kali kedua pesen nasi pake tampah, yang pertama tumpeng ya. Jaminan enak.
Yang deket2 rumah gue sini mampir yok, makan bareng kita 😆 https://t.co/6HFHlS6rAM https://t.co/Y1AMkteRMV",1,1,0,0,0,0,0,1
"SAMBUTAN MAY DAY 2023 ❗️

Tema: Gaji Bermaruah, Jaminan Makanan

📌 Sertai perarakan Hari Pekerja pada 1 Mei 2023

Maklumat lanjut ⬇️ https://t.co/8Y3HJPq5CY",0,1,0,0,0,0,0,1
"@mynewshub @PDRMsia tangkap kedua2 mangsa dan kurungkan dalam satu sel tanpa jaminan selama seminggu, biar deme tidur, makan dan minum bersama, cukup tempoh, lepaskan. 😅",0,0,0,0,0,1,0,0
@ASahri5 @SinarOnline Bang bodoh jangan tunjuk bang takkan pertanian dan keterjaminan makanan punya skop pun tak tahu 🤣,1,0,0,0,0,0,0,0
"@kegblgnunfaedh Coba ke depot  air minum,biasanya mau tuh minjemin galonnya,, lebih murah malah 5ribuan🤭tp gak tau sih jaminan airnya bersih atau tidak",0,0,0,0,0,0,0,1
"Naik travel, drivernya udah kek kakak sendiri anjir 😅
Perhatian banget, disiapin duduk didepan biar ga nyampur pasangan dibelakang.
Ditawarin makan.
Ditungguin depan pintu memastikan pintu rumah dibuka 😂😂😂😂
Terbaik udah 👌",1,1,0,0,0,0,0,1
"@27x6yy Waah curang, aku sie icip2 ajalah kalo gt. Memastikan makanan Neney dan Meci aman tanpa racun👀👀",0,0,0,1,0,0,0,0
@itshenyue WKWKWKWKW ENGGA REBUTAN. Enih untuk memastikan kelompokku dapat makanan dengan aman ☺️☺️,1,1,0,0,0,0,0,0
3K.Ayo ORDER dan nikmati pengalaman makan Mie Padiah yang luar biasa! Kami memastikan kualitas dan rasa makanan kami akan membuatmu ingin ORDER lagi dan lagi😇😇😇.Untuk Pemesanan bisa pesan melalui link dibawah ini.,1,1,0,0,0,0,0,1
"@tanyakanrl Kalo makan pedes, gw selalu memastikan minum nya itu bahan dasarnya SUSU. Bagi gw tingkah kayak gini tuh ga banget. Gak berkelas 🤣 https://t.co/TrVlXCGvS6",1,0,0,0,0,1,0,0
Tapi Ginseng tu kan akar yang buat minum tu ? Haa selain untuk minum Ginseng ni jugak bagus untuk bagi  moisture and nutrition untuk skin korang . And also sebagai agent untuk memastikan kulit orang sentiasa awet muda ❣️ https://t.co/4Sb14VyE47,1,1,0,0,0,0,0,1
"Mau kasih apresiasi buat staff Dyandra , serius mereka bener"" care banget sm semua sijeuni. Kakak cewe yg jaga HelFut photo booth, dia memastikan aku udh makan dan jg ada sedia air. Bahkan disuruh temuin dia lg kalo air aku habis 🥺",1,1,0,0,0,0,0,0
@radixwp @firman__nurhuda @littlevixen__ Bukan berarti tidak boleh ada makanan haram di situ. Tapi memastikan ada yang halal dan terdapat fasilitas beribadah. 😁,1,1,0,0,0,0,0,0
"@AREAJULID nenek ku ga ngasih uang tp selalu memastikan aku makan makanan yg aku suka, kek tkut bngt klo aku gasuka masakannya jd dimasakin mie juga😭",1,1,0,0,0,0,0,0
"@tanyakanrl Dari pacaran smpe skrng typing ga pernah berubah selalu penuh emoji cinta
Suami selalu memastikan kalo aku ga capek💕
Dari pacaran kalo makan d rumah aku sepiring berdua, katanya biar aku ga capek cucinya, kebiasaan sampe nikah",1,1,0,0,0,0,0,0
"Ibu selama Sahur:  

☪ 5 % makan.
☪ 95 % memastikan anak-anak dan suaminya  makan.

Semoga Allah memberikan ibu kita Jannah Al Firdaus.",1,1,0,0,0,0,0,0
"RT @SastraDimeja: Ibu selama Sahur:  

☪ 5 % makan.
☪ 95 % memastikan anak-anak dan suaminya  makan.

Semoga Allah memberikan ibu kita Jann…",1,1,0,0,0,0,0,0
"RT @detikfood: Saat Ramadan penting untuk memastikan tubuh mendapat asupan bernutrisi🤩⁣
⁣
Beberapa makanan sunah bisa dikonsumsi nih detike…",1,1,0,0,0,0,0,1
Pentingnya buat tanya dulu sama mama memastikan beneran minuman apa cuka pempek ya gais yaa🥹 💚 https://t.co/yGdVwqjJAv,1,1,0,0,0,0,0,0
"Nah, biar ga tumbang dan dehidrasi setiap hari keluar rumah, selain bawa perlindungan buat kulit, kalian juga jaga daya tahan tubuh dengan memastikan minum Larutan Cap Kaki Tiga ya👍🏻

Cap Kaki Tiga,   https://t.co/2DjX0yD9nf",1,1,0,0,0,0,0,0
"Apakah Anda ingin mengocok dengan baik sebelum minum🌪️? Ini karena L-137 postbiotik dalam teh Daodiji secara alami akan mengendap di bagian bawah⬇️, kocok dengan baik untuk memastikan Anda memiliki L-137 postbiotik yang cukup😋!

[👇🏻]",1,1,0,0,0,0,0,0
ngakaknya ijul dia kira awalnya bkn saya smpe di dm buat memastikan trs hampir dia minum minumannya faida😭😭 https://t.co/vUUuDHDI0W,0,0,0,0,1,0,0,0
@Foxxy1One Sini Choconee masakkin biar gemuk kamu! Makan yg sehat2 yg enak2 dan terjamin kebersihannya ☝️😤,1,1,0,0,0,0,0,0
@kosmo_online Menteri Pertanian Dan Terjamin Makanan Tolong Jawab 🤭🤭🤭,1,0,0,0,0,0,0,0
@cakimiNOW Setuju..rantai pasokan makanan utk rakyat hrs terus terjamin💪,1,1,0,0,0,0,0,0
"Mana dia naik enggrang anjir gabisa bangett pls, gamau tau jahat bngtt. Pasti dia di kurung teruss, makanan nya terjamin gak ya 😀. Sorry to say ngamen begitu berarti aga kekurangan gasi? D kasih mam aps monyett nyaa 😭😭😭😭😭🙌🙌",1,0,0,0,1,0,0,0
"Nah, dengan adanya logo “Pilihan Lebih Sehat” makanan dan minuman favorit kita terjamin aman, deh, untuk dikonsumsi! 💗

Tapi ingat, ya, jangan sampai berlebihan juga mengonsumsinya. 🤫",1,1,0,0,0,0,0,1
"RT @Bae_Kim_Liza: @JUJUTSUFESS Maaf nder.. gw mending milih dia aja 😏😌😌♥️🔥🔥😩👍🏻 udh kaya raya, kepala klan, gaji alias duit terjamin, makana…",1,1,0,0,0,0,0,1
@benuaandin Malah seneng burungnya. Di masukin ke sangkar dan terjamin makan minumnya tanpa harus kerja haram 🤭,1,1,0,0,0,0,0,0
"@anak2yeon Emang dari dulu anak2 pada sehat ya... Berisi, makanan terjamin 🥰",1,1,0,0,0,0,0,0
"2 Hari 1 mlm drmh bajang,
Makan tercukupi , 
Gizi terjamin 👍🏻
Tidak bingung harus makan apa 
🤣😂 makanan uda hbs papa langsung cus beli,
Dan sekarang kembali
Menjadi anak kos’an 
Yang tiap hari bingung makan apa 
🤭🫣 emang beda 🤣",1,1,0,0,0,0,0,0
"@viiieeeraa Menate x sedap weh. Cant understand the hype

Makan tony romas je, terjamin sedap.👍🏻",1,0,0,0,0,0,0,0
Going home to my dad's home: makan terjamin 👌 https://t.co/9hDEf9Iayh,1,1,0,0,0,0,0,1
Enaknya onsite makan siang terjamin 😅,1,1,0,0,0,0,0,0
"@_rainbowlee halo kak, aku open po kimbab untuk day 2, best price dan rasa terjamin enak👍🏻✨ aku buka untuk makan siang dan sore ya jadi jangan kgawatir basi dan segala macam 💚🙆🏻‍♀️ditunggu orderannya https://t.co/JlfHAWWHG3",1,1,0,0,0,0,0,1
Kebangun Tidur haus pngn Minum cowo Dosen UI masih on gak Ready vcs terjamin Unlocked 💦   https://t.co/uvOOmd8Y7c,1,0,0,0,0,0,0,1
"@mvuffin betul! kita kerja banting tulang biar kita bahagia dan hidup terjamin utk bisa beli perintilan bias. tapi tau tau ada anak orang ngajak hidup susah?? mendokusei 😠😠 makan cinta gak bikin kenyankkkk, asam lambung yg ada naik sampe ubun ubun 😞",0,0,0,0,0,1,1,0
"@tanyarlfes Jaman SMA dulu gw adalah sellernya... wkwkwkwkw
Kakak kelas yg nyuruh... beeuuuhhhhh... kualitasnya terjamin...
Dijamin abis minum itu langsung ke dimensi lain😂",1,1,0,1,0,0,0,1
"Sehari kalau isi bensin
10 hari 3 kali makan sehari (kalau males makan catering kantor) 🤣
Sebulan kalau ibu full nemenin anaknya di bpn (soalnya semua terjamin) 🤣 https://t.co/rMADMzTrIh",1,1,0,0,0,0,0,0
@pokoknyaechan 😭😭😭 amaan. Sudah terjamin dengan pernah minum kopinya jaemin 😂,1,1,0,0,0,0,0,0
@tanyarlfes I've been fanboying to @FatinSL in the past. Ampe bikin komunitas nya di bogor 🤣 cuma gue gaberani sampe kaya gitu ngutang krn abis ngonser padahal idup gue masih terjamin makan jajan ttp dapet,1,1,0,0,0,0,0,0
"@md_shodiqin @detikcom ""Wong cilik"" badannya, posturnya ideal, gizi makanan terjamin, kesehatan mental aman 😂😂😂 bener kata mas Agus ini",1,1,0,0,0,0,0,0
"@mengucapjanji @TheRedSIeeve @tanyakanrl Makanan halal yang nentuin siapa dan apa? 🤣
Emang kalo makan yang halal terjamin hidupnya sehat maupun suci?
Lah orang obes banyak yang kena penyakit ataupun mati makanan mreka halal lho padahal?",1,0,0,0,0,0,0,0
@MARQUEZ__93 @HeryIdris5 Positif thinking aja itu minuman Anggur dari Libanon Arab sana jd sdh terjamin ke HALAL an nya 😝😝😝,1,1,0,0,0,0,0,1
"@mu_hadi343 Peh eman² wkwkwk

Ide bukber hemat ndek Masjid Ar-Rahman pokoke, makan minum ibadah terjamin 😂",1,1,0,0,0,0,0,0
"@tanyarlfes maksud fizi ngomong gitu, karna denger dari penjelasan upin panti jompo ini makan dan fasilitasnya terawat/terjamin.. hidup fizi tuh memprihatinkan makan bihun aja udah senang banget 🥹",1,1,0,0,0,0,0,0
"@tanyarlfes Tapi emg fizi orang susah bukan sii? Mau beli beras aja dia susah🥲. Jadi wajar dia mau suruh emaknya tinggal disana biar hidup emaknya terjamin aja, fasilitas lengkap, bersih dan makanan enak.",0,0,0,0,1,0,0,0
"klo pnya cowok modelan kiming keknya hidup gue di rantauan terjamin 😭😭😭

soalnya dikasih makanan mulu wkwkwkkwkwkw https://t.co/ZwcIE8xxcG",1,1,0,0,0,0,0,0
"Minum petang bersama rakan-rakan Kangkar Bahru, hubungan silaturahim kita terus terjamin💪🏻

  https://t.co/JfiTRRZTG4",1,1,0,0,0,0,0,1
@socialsufferfly lumayan terjaminlah. Nah dari punya kimchi itu lo bisa masak macem macem serius. Taro di mie. Makan sama nasi. Ditumis sama daging. 👍,1,1,0,0,0,0,0,1
"✨𝙋𝙧𝙤𝙙𝙪𝙠 𝙝𝙖𝙡𝙖𝙡 𝙞𝙣𝙠𝙡𝙪𝙨𝙞𝙛 𝙪𝙣𝙩𝙪𝙠 𝙨𝙚𝙢𝙪𝙖 𝙠𝙖𝙡𝙖𝙣𝙜𝙖𝙣!✨

Produk makanan dan minuman yang telah berlabel Halal MUI aman untuk dikonsumsi bagi semua kalangan karena terjamin kebersihan dan kesehatannya. https://t.co/5QqFbnb9kR",1,1,0,0,0,0,0,1
"✨𝙋𝙧𝙤𝙙𝙪𝙠 𝙝𝙖𝙡𝙖𝙡 𝙞𝙣𝙠𝙡𝙪𝙨𝙞𝙛 𝙪𝙣𝙩𝙪𝙠 𝙨𝙚𝙢𝙪𝙖 𝙠𝙖𝙡𝙖𝙣𝙜𝙖𝙣!✨

Produk makanan dan minuman yang telah berlabel Halal MUI aman untuk dikonsumsi bagi semua kalangan karena terjamin kebersihan dan kesehatannya.
 https://t.co/OSEAkp9zKK",1,1,0,0,0,0,0,1
"✨𝙋𝙧𝙤𝙙𝙪𝙠 𝙝𝙖𝙡𝙖𝙡 𝙞𝙣𝙠𝙡𝙪𝙨𝙞𝙛 𝙪𝙣𝙩𝙪𝙠 𝙨𝙚𝙢𝙪𝙖 𝙠𝙖𝙡𝙖𝙣𝙜𝙖𝙣!✨

Produk makanan dan minuman yang telah berlabel Halal MUI aman untuk dikonsumsi bagi semua kalangan karena terjamin kebersihan dan kesehatannya. https://t.co/fH7pdGEmfR",1,1,0,0,0,0,0,1
"@tanyakanrl Tapi pun aku juga beberapa kali masak sendiri kalo ngerasa butuh makanan yg terjamin kebersihannya atau emang pengen yg jelas aku tau ingredientsnya 🤣🤣
Tapi kalo lagi bodo amat yaudah beli aja di warung 10k beneran kenyang",1,1,0,0,0,0,0,0
"✨𝙋𝙧𝙤𝙙𝙪𝙠 𝙝𝙖𝙡𝙖𝙡 𝙞𝙣𝙠𝙡𝙪𝙨𝙞𝙛 𝙪𝙣𝙩𝙪𝙠 𝙨𝙚𝙢𝙪𝙖 𝙠𝙖𝙡𝙖𝙣𝙜𝙖𝙣!✨

Produk makanan dan minuman yang telah berlabel Halal MUI aman untuk dikonsumsi bagi semua kalangan karena terjamin kebersihan dan kesehatannya.

 https://t.co/yrSvEeTPEn",1,1,0,0,0,0,0,1
📷𝙋𝙧𝙤𝙙𝙪𝙠 𝙝𝙖𝙡𝙖𝙡 𝙞𝙣𝙠𝙡𝙪𝙨𝙞𝙛 𝙪𝙣𝙩𝙪𝙠 𝙨𝙚𝙢𝙪𝙖 𝙠𝙖𝙡𝙖𝙣𝙜𝙖𝙣!📷 Produk makanan dan minuman yang telah berlabel Halal MUI aman untuk dikonsumsi bagi semua kalangan karena terjamin kebersihan dan kesehatannya. https://t.co/uJ8I5Twbyz,1,1,0,0,0,0,0,1
"@bowosusilo94 Alhamdulilah lancar dong, iyess benee banget apalagi dengan minum yang berkualitas dan terjamin aman. Makin tenang puasanya 😊",1,1,0,0,0,0,0,1
"Banyak banget makanan halal, seperti warung banyuwangi dan lainnya, banyak juga yg jualannya ibu2 yg berkerudung wkwkwkwk terus masak sendiri juga terjamin kan bahan2nya apa aja bisa milah milih😅😅😅 https://t.co/HscjEalkth",1,1,0,0,0,0,0,1
"Tapi jalanannya tetap rame 🤣
Ada juga yang tetap rame: mall Pakuwon dan restoran-restoran bernama yang sudah terjamin harga dan kualitasnya.

Orang-orang uda males bertaruh soal tarif parkiran dan harga makanan kali ya 🤣 https://t.co/M161r6RqYM",1,1,0,0,0,0,0,0
"@convomf Aku pp nder segitu, enak dirumah soalnya makan terjamin🥹",1,1,0,0,0,0,0,0
"@staurrynight Bisa, tp kamu badannya harus lebih gede dari mereka 🤧🤧

Aku bagian milih makan buat mereka ajalah biar terjamin",0,0,0,0,0,0,0,1
"@its_vitamind @diniaurelita @discountfess Kalo buat makan mah InsyaAllah terjamin, karena subuh tuh banyak pedagang sebelum buka toko bagiin makanan gratis. Tp kalo buat tidur gatau dah🤣🤣🤣",1,1,0,0,0,0,0,0
"RT @JaPenWPKL: 📣 Kempen elakkan kandungan sensitif berbaur 3R (Race, Religion, Royalty)
📣 Sekuriti Makanan Negara Terjamin
📣 Pendidikan Ter…",0,1,0,0,0,0,0,0
"Mama: kalo makan di rumah udh terjamin makanannya alergi km gk bakal kambuh

Also mama sy: masukin saos tiram ke masakan dan gk tau kalo itu pake tiram 🗿🗿",0,1,0,1,0,0,0,0
"Yg mau yg mau, boleh dilirik @RoyaIeRomain buat rumah baru. Dijamin kaya raya, makan minum terjamin👍",1,1,0,0,0,0,0,1
@SP_IndiraJKT48 Ga ada pap sedia mineral water di kost sebagai bukti ntar temannya aman dan terjamin asupan minuman nya 🤣👀,1,1,0,0,0,0,0,0
@FOODFESS2 iyaaa ayah mama ku jugaa soal makan masih pake culture di sumsel pasti minimal ada 3 macem makanan diatas meja itu belum termasuk sambel lalapan kerupuk bakwan pempek 😭🙏🏼,1,0,0,0,0,0,0,1
RT @yangbikinkangen: aku kalo makan siang di tempat makanan yang udah sering didatengin. pasti pesennya itu itu aja 🤣,1,1,0,0,0,0,0,0
"yg cowo kpopnya sungchan kalian pasti diajakin ke taman bermain terus deh, bisa2nya dia hafal stand makanan sama lagu wahana 😭 gemes bgt",1,1,0,0,0,0,0,1
"RT @maqanmy: Waduhhh dapat makanan gini pun sudah cukup membahagiakan! Repeat setiap minggu itu sudah pasti 😉

Rata-rata orang kita kebanya…",1,1,0,0,0,0,0,0
"@Askrlfess Kalo ada outlet makanan yg bs drop dan take ini gratis pasti bermanfaat banget.
Syukur2 ada complimentary es teh 😄",1,1,0,0,0,0,0,1
"Cy pasti udah histeris, hebring sampe ngadain GA ini mah saking hepinya dimasakin makanan sama gebetan ☺☺☺ https://t.co/kXx7Zm8dr9",1,1,0,0,0,0,0,0
"@manlod @FOODFESS2 nah ini. toppoki tuh semenjak viral gerobakan aku gabeli. soalnya tiap penjual saosnya beda beda wkwkw.

tp kalo keresto korea udah pasti pesen tteok soalnya kalo enak udah otomatis semua makanan disitu enak😉",1,1,0,0,0,0,0,1
"RT @convomf: 💙 aku bingung harus gimana, kata papa besok gabakal dikasih uang belanja lagi, kalo gini pasti makin panjang masalahnya, tapi…",0,0,0,0,1,0,0,0
"Emang kudu banyak bersyukur sih aku mah. 😭
Menu makanan dari kerjaan makanan rumahan pasti huwee https://t.co/JqaLJVJLAk",1,1,0,0,0,0,0,0
@renita123 lu kayanya kalo beli makanan yg udah pasti-pasti aja deh 🤣🤣🤣 keinget  rendang vegan ama es timun Scarlett,1,1,0,0,0,0,0,0
"Bayangin! Rasa minuman yang manis, segar, dan pastinya bisa hilangin dehidrasi kamu tersedia dalam promo SEGER SEHARIAN 🫶

     https://t.co/S84Lx1Rt79",1,1,0,0,0,0,0,1
ak mlah suka klo minuman di jadiin eskrim wkwkwk klo beli susu kotak smacam cimory pasti di bekukan dlu 💔💔💔 https://t.co/7FMSo9D3i7,1,0,0,0,0,0,0,1
"@besti Sama besti,aq juga udah ga boleh minum coffe alhasil kalau nakal pasti kumat...🤭
Semoga lekas sehat lagi,jaga pola makan dan yang utama pikiran besti..
Masih muda jangan terlalu dipikirin ya,😅",1,1,0,0,0,0,0,0
"heran gw sm tia sm anis. yg satu impulsive beli dimsum everyday, yg satu impulsive suka beli makanan manis kek pecenongan hueeeekk kok kalian bisa makan yg repeat order sichh??? gue kl sekali coba 1 resto pasti gonta ganti cok 😃😃😃😃👍",1,0,0,0,0,0,0,0
mari bikin petisi untuk @ChatimeIndo sediakan stop kontak di outdoornya buat chatime depan rsub malaang... karna jujur tempatnya pewe bgtttt pasti rame bgt ngalah2in cafe malang pada umumnya krn minuman makanann enak bgt tp minim tempat ngecharge😔,1,1,0,0,0,0,0,1
"RT @no_onlyou: @FOODFESS2 Ofc Jepang! Gurih, Umami udh pasti nyantol di lidah orang indo👌
Makanan korea jujur kurang di lidahku",1,1,0,0,0,0,0,0
"@vinjin98 Iyaa nih keren banget SN, udah jadi makanan nya SN sii setiap ada ajang begini, gak jauh"" lawan nya pasti sama BG 😅",1,1,0,0,0,0,0,0
24. Fomo☝🏻 kalo ada yang lagi rame pasti kepoooo banget apalagi tentang makanan😀 setiap ada makanan yang lagi rame pasti nyobain walaupun ngantri tp pokoknya harus tau sendiri rasanya 🙂🫶🏻,1,1,0,0,0,0,0,1
@treasuremenfess Ga boleh ke bandara 🙏 kalo makanan mereka punya staff ko ga mungkin kasih makan asal asalan ya guys pasti pihak staff YG research dlu makanan ko,0,1,0,0,0,0,0,1
@FOODFESS2 Pake bihun yg bnyk aja kk gaush nasi gpp trs minum teh hangat . &amp; happy pasti asinya deres kok . Aku dlu makanan bosterasi bakso😅karna sehappy itu mkn bakso pake bihun😍,1,1,0,0,0,0,0,0
Minuman seungkwan tidak lain dan tidak bukan udah pasti iced americano 😂 https://t.co/FtT9S4Nvgu,1,0,0,0,0,0,0,0
"JILLFRIENDSSSS 🥰

Udah mau lunch hour nih. Enaknya makan apa ya 🤔

Jilly Tee bingung banget. Kalo mau order makanan itu pasti mikirnya aja bisa sampe satu jam. DAN belum tentu jadi order 😔

Jillfriends ada yang sama ga? https://t.co/oYwOTYh235",1,1,0,0,0,0,0,1
"@collegemenfess Saran dari aku kalau cari kosan pastiin deket yang jual makanan rumahan, pastiin harganya juga😄😄 biar walau ngekos kamu tetep hidup sehat, atau gak ya masak sendiri",1,1,0,0,0,0,0,1
"@Restu_Ibu_ Pasti boleh , kan bawa sendiri makanan nya 😁😁😁",1,1,0,0,0,0,0,0
"@rainfrarr kakkk kucingku juga lagi mogok makan krn selama recovery makan wf, skrg udah abis wfnya dan udah bisa makan df lagi tp dia males malesan wkwkw biarin aja nanti kalo udah laper bgt pasti dimakan 🤣",1,1,0,0,0,0,0,0
"@AldilaSandra @memethmeong Pasti pait karena aku emang gk minum manis, tapi ya gak punya Mang kohar doong.. 😫",0,0,0,0,1,0,0,0
"Makan memang sedap .. tapi Kalau masuk kencing kat toilet, pastikan jirus/flush air banyak2, jangan buat  cincai2..Kesian kat orang lain yang nak Guna toilet tu pulak☠️☠️ https://t.co/wG8Vh3b0a1",0,0,0,0,0,1,0,0
"CW // Food

Jadi seneng aja buat makan dan laporan makan soalnya abis itu pasti dipuji kalo aku pinter udah makan. 🥰 https://t.co/Wi5dUDYYDl",1,1,0,0,0,0,0,1
"RT @moonthonight: Saat lagi stress, capek, pusing, yang dicari pasti makanan 🥹 jadi ga ada tuh ceritanya stress = kurus, malah stress = BB…",0,0,0,0,0,0,0,1
"@FOODFESS2 Makanan rumah bikinan nyokap pastinya. Ini cendol kristal homemade. Ada rasa leci, gula aren, kopi, dark choco. Less sugar, low calorie, &amp; high fibre. Pas bgt lg open PO kl ada yg tertarik 😋 https://t.co/mDDCsK9z9j",1,1,0,0,0,0,0,1
@Riradeya Kak gee kayaknya sefrekuensi sama mamahku wkwkwk. Tiap aku minum or makan berbau matcha pasti suka dikomen begitu😭🙃,1,1,0,0,0,0,0,0
"Ternyata banyak yg ngira Q judes &amp; mau makan CL 😌😌

Klw DM kalian sopan, pasti Q feedback. Klw DM kalian bikin gk mood, siapa aj bakal males respon https://t.co/0GmRLRxPog",1,1,0,0,0,0,0,0
"@reallohkeanyew Tenang Keanu, pasti nanti Ginting belanjakan makanan enak disana. Mau apa? Pad Thai? Tom Yum Goong? Mango Sticky Rice? Khao Pad? Curry? Tinggal bilang Ginting ya, Keanu 👍🏻🤣",1,1,0,0,0,0,0,1
"Wah gemas betul, pasti fotonya dikirim sama bunda. Kakak apa tidak mau minum susu penambah tinggi supaya kalau ngomong sama Gio gak ndongak terus? 🫶 https://t.co/T6yVxSKuYl",1,1,0,0,0,0,0,1
"Kalau info ini betul, terpaksalah stop minum fav drink. 😔 

p/s: mau tanya doktor dulu untuk kepastian. https://t.co/SzOxRrVT5d",0,1,0,0,1,0,0,0
ADA OP YANG KETEMU KUN SAMA CHENLE YG LAGI MAKAN BARENG HARI INI. Kalian pasti tau lah ya mereka makan dimana…😀😀😀 nct! cr on pict https://t.co/fo7kRSXxWH,1,1,0,0,0,0,0,0
"@tanyarlfes Setidak pekanya aku, minimal tahu lahh yaa makanan atau minuman yang di suka. Karena setiap di ajak makan atau minum pasti milih yang sama🙂",1,1,0,0,0,0,0,0
RT @nct_menfess: ADA OP YANG KETEMU KUN SAMA CHENLE YG LAGI MAKAN BARENG HARI INI. Kalian pasti tau lah ya mereka makan dimana…😀😀😀 nct! cr…,1,1,0,0,0,0,0,0
"iya tau...
setiap orang pasti beda2 cara makn kue nya
apa salah nya kalo makan kue sekali caplok😀",1,1,0,0,0,0,0,0
RT @wayvfess: ADA OP YANG KETEMU KUN SAMA CHENLE YG LAGI MAKAN BARENG HARI INI. Kalian pasti tau lah ya mereka makan dimana…😀😀😀 wayv! cr on…,1,1,0,0,0,0,0,1
"aduuuhh siapa yang bisa bisanya nggak suka makanan ini, Biley😩 dia pasti bakalan nyesel kalo ngga nyobain ini. rasa mie kuah favorit kamu apa? https://t.co/rQGZN7q0rY",1,1,0,0,0,0,0,1
"Kalau dibilang ended war sih iya buat sementara kayaknya. Karena masih ada pembuat war lain seperti 
Line distribution 
Screen mereka di MV
Kalau ini adil semua ya ga bakalan war 
Kecuali nanti ada pasti war 
Jadi aku makan popcorn lagi 😍",1,1,0,0,0,0,0,1
"@AsepWitoko Modric kuat bener jelajah lapangan... kanan kiri, depan belakang... pasti minum Extra Joss... 😅",1,1,0,0,0,0,0,0
"akhir - akhir ini ingatan flashback mulu ke kaltim, apa bener yaa kata bu haji dulu.. "" kalo sudh minum air di sini ,  ndak bakal bisa lupa sudah nabil sama Kalimantan pasti pengen balik lagi "" ,  🙄🥲",0,0,0,0,1,0,0,1
jam 1 pagi kebangun gara gara ochi ngeong depan kamar lamaaa bgt pas dibukain ternyata laper. padahal df tuh selalu ada 24 jam loooh tapi pasti tetep milih makan di kamar gue🥲 ini gimana ceritanya kalo gue gapulang ya... masa dia gamakan?!?!,1,0,0,0,0,0,0,0
"@TAJ00JUNKYU siapa sih yang gak suka makanan gratis junkyu🤭

kamu berarti panasin nasi gorengnya di pesawat juga dong? repot banget pasti",1,1,0,0,0,0,0,0
"@hartatreasure @treasuremembers ka vyyy u better istirahat aja yaa jangan dipaksaa😭 nanti pasti ketemu anak² kok pastiii!! gwssss yaah, mam yg banyak minum obat janlupaaa❤",1,1,0,0,0,0,0,1
"RT @3CareIndonesia: Siapa nih yang kalo lagi males makan nasi pasti milih makan mie ?? 🍜

Aku banget tuh, kalo kamu suka makan mie apa nih…",1,1,0,0,0,0,0,0
"@amaikaradesune Kamu coba pergi ke kantin deh, abis itu pesen makanan, pasti di denger 😭",0,0,0,0,1,0,0,0
"Belum pernah makan buah peach 🍑 
Tapi suka kali sama rasanya entah minuman atau candy pasti suka sama rasanya",1,1,0,0,0,0,0,1
@convomf Aamiin aamiin ya Allah 🥺kamu hatinya lembut dan baik banget nder semoga doa baiknya kembali ke kamu dan keluarga juga ya. Mungkin kamu bisa bantu sedikit kayak kalau ada makanan lebih? Pasti kan sibuk istrinya di rs gasempet masak,1,1,0,0,0,0,0,0
"lagi di bmy, di jalan banyak bgt org, banyak motor mobil, kepala langsung pusing nyut2an 😵‍💫 langsung berenti ke sini buat makan sambil istirahat bentar 😮‍💨 di rumah emak pasti lagi nungguin mau liat nikahan kaesang wkwk https://t.co/VPF4pRvNOA",0,0,0,1,0,0,0,1
@SEULGIofhills Iya nih gak tahan mau join 94 gank. Pasti yang kamu makan kembangnya kan? Makanya awet muda 🥺,1,1,0,0,0,0,0,1
"@ariadm4 iyaaa banget! keluarga aku tuh banyak yg punya maag jd skrg makan pasti ada side dish-nya kimchi… tempe juga, kdg dessert ada yoghurt biar nambah probiotik dan ga kembung mulu 😂😂",1,1,0,0,0,0,0,1
"Hehe makasih Sachia, pasti kalo admin lain yg liat ini pada gak terima gua dibilang lucu😁 belum nih tadi udh ada yg kirim2 makanan tapi masih mau ngobrol sama kalian dulu, Sachia udah?? https://t.co/hxRcBEeH5u",1,1,0,0,0,0,0,0
